0,5.45,10.9,16.35,21.8,27.25,32.7,38.15,43.6,49.05,54.5,59.95
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2.5,1,-0.5,-0.5,1,2.5,2.5,1,-0.5,-0.5,1,2.5
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.8,0.8,0.8,1.1,1.1,1.1,1.4,1.4,1.4,1.6,1.6,1.6
1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949
