0,1.88,3.76,5.64,7.52,9.4,11.28,13.16,15.04
2.5,2.5,2.5,1.5,0.5,0.5,0.5,1.5,2.5
-1,0,1,1,1,0,-1,-1,-1
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
1.46352549156242,1.46352549156242,1.46352549156242,0.463525491562421,-0.536474508437579,-0.536474508437579,-0.536474508437579,0.463525491562421,1.46352549156242
0.42658477444273,1.42658477444273,2.42658477444273,2.42658477444273,2.42658477444273,1.42658477444273,0.42658477444273,0.42658477444273,0.42658477444273
1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0
-0.213525491562421,-0.213525491562421,-0.213525491562421,-1.21352549156242,-2.21352549156242,-2.21352549156242,-2.21352549156242,-1.21352549156242,-0.213525491562421
-0.11832212156129,0.88167787843871,1.88167787843871,1.88167787843871,1.88167787843871,0.88167787843871,-0.11832212156129,-0.11832212156129,-0.11832212156129
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
0,0,0,0,0,0,0,0,0
-0.213525491562421,-0.213525491562421,-0.213525491562421,-1.21352549156242,-2.21352549156242,-2.21352549156242,-2.21352549156242,-1.21352549156242,-0.213525491562421
-1.88167787843871,-0.88167787843871,0.11832212156129,0.11832212156129,0.11832212156129,-0.88167787843871,-1.88167787843871,-1.88167787843871,-1.88167787843871
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
0,0,0,0,0,0,0,0,0
1.46352549156242,1.46352549156242,1.46352549156242,0.463525491562421,-0.536474508437579,-0.536474508437579,-0.536474508437579,0.463525491562421,1.46352549156242
-2.42658477444273,-1.42658477444273,-0.42658477444273,-0.42658477444273,-0.42658477444273,-1.42658477444273,-2.42658477444273,-2.42658477444273,-2.42658477444273
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
0,0,0,0,0,0,0,0,0
